docid,source,sourcetype,target,targettype,type
10,Gfm-Rag: Graph Foundation Model For Retrieval Augmented Generation,Paper,Efficiency,Topic,COVERS
10,Gfm-Rag: Graph Foundation Model For Retrieval Augmented Generation,Paper,Noise And Incompleteness,Topic,COVERS
10,Gfm-Rag,Topic,Graph Foundation Model,Topic,RELATED_TO
10,Gfm-Rag,Topic,Retrieval,Topic,RELATED_TO
10,Gfm-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
10,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
10,Graph Neural Network,Topic,Graph Structure,Topic,RELATED_TO
10,Knowledge Graphs,Topic,Graph Structure,Topic,RELATED_TO
10,Graphrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
10,Graphrag,Topic,Graph Structure,Topic,RELATED_TO
10,Two-Stage Training,Topic,Large-Scale Datasets,Topic,RELATED_TO
10,Unseen Datasets,Topic,Retrieval,Topic,RELATED_TO
10,State-Of-The-Art Performance,Topic,Efficiency,Topic,RELATED_TO
10,Generalizability,Topic,Unseen Datasets,Topic,RELATED_TO
11,Hairong Zhang,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Jiaheng Si,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Guohang Yan,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Boyuan Qi,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Pinlong Cai,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Song Mao,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Ding Wang,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Botian Shi,Author,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,AUTHORED
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Knowledge Graphs,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Retrieval-Augmented Generation (Rag),Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Graphrag,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Pike-Rag,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Large Language Models (Llms),Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Knowledge Graph Construction (Kgc),Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Entity Disambiguation,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Schema Definition,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Cross-Document Knowledge Integration,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Automatic Document-Level Knowledge Graph Construction,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Rakg Framework,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Pre-Entities,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Text Chunks,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Long-Context Forgetting,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Coreference Resolution,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Global Information,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Interconnections Among Disparate Nodes,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Rag Evaluation Framework,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Hallucinations In Llms,Topic,COVERS
11,Rakg: Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Mine Dataset,Topic,COVERS
11,Retrieval-Augmented Generation (Rag),Topic,Knowledge Graphs,Topic,RELATED_TO
11,Graphrag,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
11,Pike-Rag,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
11,Rakg Framework,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
11,Rakg Framework,Topic,Knowledge Graph Construction (Kgc),Topic,RELATED_TO
11,Hallucinations In Llms,Topic,Large Language Models (Llms),Topic,RELATED_TO
11,Entity Disambiguation,Topic,Knowledge Graph Construction (Kgc),Topic,RELATED_TO
11,Schema Definition,Topic,Knowledge Graph Construction (Kgc),Topic,RELATED_TO
11,Cross-Document Knowledge Integration,Topic,Knowledge Graph Construction (Kgc),Topic,RELATED_TO
11,Coreference Resolution,Topic,Knowledge Graph Construction (Kgc),Topic,RELATED_TO
11,Mine Dataset,Topic,Rakg Framework,Topic,RELATED_TO
12,Ke Wang,Author,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,AUTHORED
12,Bo Pan,Author,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,AUTHORED
12,Yingchaojie Feng,Author,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,AUTHORED
12,Yuwei Wu,Author,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,AUTHORED
12,Jieyi Chen,Author,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,AUTHORED
12,Minfeng Zhu,Author,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,AUTHORED
12,Wei Chen,Author,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,AUTHORED
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Graph-Based Retrieval-Augmented Generation,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Retrieval-Augmented Generation,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Large Language Model,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Graphrag,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Visual Analysis Framework,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Xgraphrag,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Interactive Visualizations,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Interpretability,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Accessibility,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,External Knowledge Base,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Failure Cases,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Improvement Opportunities,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Effectiveness,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Usability,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Open-Sourced,Topic,COVERS
12,Xgraphrag: Interactive Visual Analysis For Graph-Based Retrieval-Augmented Generation,Paper,Github,Topic,COVERS
12,Graph-Based Retrieval-Augmented Generation,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
12,Graphrag,Topic,Graph-Based Retrieval-Augmented Generation,Topic,RELATED_TO
12,Graphrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
12,Graphrag,Topic,Large Language Model,Topic,RELATED_TO
12,Retrieval-Augmented Generation,Topic,Large Language Model,Topic,RELATED_TO
12,Retrieval-Augmented Generation,Topic,External Knowledge Base,Topic,RELATED_TO
12,Xgraphrag,Topic,Graphrag,Topic,RELATED_TO
12,Visual Analysis Framework,Topic,Xgraphrag,Topic,RELATED_TO
12,Interactive Visualizations,Topic,Xgraphrag,Topic,RELATED_TO
12,Interpretability,Topic,Accessibility,Topic,RELATED_TO
12,Failure Cases,Topic,Improvement Opportunities,Topic,RELATED_TO
12,Open-Sourced,Topic,Github,Topic,RELATED_TO
12,Interactive Visualizations,Topic,Visual Analysis Framework,Topic,RELATED_TO
13,Alfred Clemedtson,Author,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,AUTHORED
13,Borun Shi,Author,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,AUTHORED
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Large Language Models,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Hallucination,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Private Data,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Retrieval-Augmented Generation,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Graphrag,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Knowledge Graphs,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Graph Databases,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Graph Query Languages,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Graphraft,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Retrieve-And-Reason Framework,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Finetunes Llms,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Cypher Queries,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Subgraph Contexts,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Accurate Answers,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Off-The-Shelf Solution,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Native Graph Dbs,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Benchmarks,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Sample-Efficient,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Training Data,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,State-Of-The-Art Models,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Four Standard Metrics,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Q&As,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Large Text-Attributed Kgs,Topic,COVERS
13,Graphraft: Retrieval Augmented Fine-Tuning For Knowledge Graphs On Graph Databases,Paper,Entities Multiple Hops Away,Topic,COVERS
13,Graphraft,Topic,Graphrag,Topic,RELATED_TO
13,Graphrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
13,Large Language Models,Topic,Hallucination,Topic,RELATED_TO
13,Large Language Models,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
13,Knowledge Graphs,Topic,Graph Databases,Topic,RELATED_TO
13,Graph Databases,Topic,Graph Query Languages,Topic,RELATED_TO
13,Graphraft,Topic,Cypher Queries,Topic,RELATED_TO
13,Graphraft,Topic,Graph Databases,Topic,RELATED_TO
13,Q&As,Topic,Large Text-Attributed Kgs,Topic,RELATED_TO
13,Sample-Efficient,Topic,Training Data,Topic,RELATED_TO
13,State-Of-The-Art Models,Topic,Four Standard Metrics,Topic,RELATED_TO
13,Entities Multiple Hops Away,Topic,Knowledge Graphs,Topic,RELATED_TO
14,Yilin Xiao,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Junnan Dong,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Chuang Zhou,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Su Dong,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Qian-Wen Zhang,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Di Yin,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Xing Sun,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Xiao Huang,Author,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,AUTHORED
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Graph Retrieval Augmented Generation (Graphrag),Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Large Language Models,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Domain-Specific Corpora,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Complex Reasoning,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Question-Answering Datasets,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Evaluation Metrics,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Graphrag Models,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Graphrag-Bench,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Challenging Question Design,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Diverse Task Coverage,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Holistic Evaluation Framework,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,College-Level Questions,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Domain-Specific Questions,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Multi-Hop Reasoning,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Mathematical Reasoning,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Programming,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Reasoning Tasks,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Multiple-Choice,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,True/False,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Multi-Select,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Open-Ended,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Fill-In-The-Blank,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,16 Disciplines,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,20 Core Textbooks,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Graphrag Pipeline,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Graph Construction,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Knowledge Retrieval,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Answer Generation,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Final-Answer Correctness,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Logical Coherence,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Reasoning Process,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Graph-Based Structuring,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Graph Architectures,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Retrieval Efficacy,Topic,COVERS
14,Graphrag-Bench: Challenging Domain-Specific Reasoning For Evaluating Graph Retrieval-Augmented Generation,Paper,Reasoning Capabilities,Topic,COVERS
14,Graphrag-Bench,Topic,Challenging Question Design,Topic,INCLUDES
14,Graphrag-Bench,Topic,Diverse Task Coverage,Topic,INCLUDES
14,Graphrag-Bench,Topic,Holistic Evaluation Framework,Topic,INCLUDES
14,Graphrag-Bench,Topic,Reasoning Tasks,Topic,INCLUDES
14,Graphrag-Bench,Topic,Multiple-Choice,Topic,INCLUDES
14,Graphrag-Bench,Topic,True/False,Topic,INCLUDES
14,Graphrag-Bench,Topic,Multi-Select,Topic,INCLUDES
14,Graphrag-Bench,Topic,Open-Ended,Topic,INCLUDES
14,Graphrag-Bench,Topic,Fill-In-The-Blank,Topic,INCLUDES
14,Graphrag-Bench,Topic,16 Disciplines,Topic,INCLUDES
14,Graphrag-Bench,Topic,20 Core Textbooks,Topic,INCLUDES
14,Graphrag-Bench,Topic,Graphrag Pipeline,Topic,INCLUDES
14,Graphrag-Bench,Topic,Graph Construction,Topic,INCLUDES
14,Graphrag-Bench,Topic,Knowledge Retrieval,Topic,INCLUDES
14,Graphrag-Bench,Topic,Answer Generation,Topic,INCLUDES
14,Graphrag-Bench,Topic,Final-Answer Correctness,Topic,INCLUDES
14,Graphrag-Bench,Topic,Logical Coherence,Topic,INCLUDES
14,Graphrag-Bench,Topic,Reasoning Process,Topic,INCLUDES
14,Graphrag-Bench,Topic,Nine Contemporary Graphrag Methods,Topic,RELATED_TO
15,Yubin Hong,Author,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,AUTHORED
15,Chaofan Li,Author,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,AUTHORED
15,Jingyi Zhang,Author,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,AUTHORED
15,Yingxia Shao,Author,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,AUTHORED
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Retrieval-Augmented Generation (Rag),Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Large Language Models,Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,External Knowledge,Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Query-Focused Summarization (Qfs),Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Graphrag,Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Context-Aware Fine-Grained Graph Rag (Fg-Rag),Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Context-Aware Entity Expansion,Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Graph Retrieval,Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Query-Level Fine-Grained Summarization,Topic,COVERS
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Comprehensiveness,Topic,RELATED_TO
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Diversity,Topic,RELATED_TO
15,Fg-Rag: Enhancing Query-Focused Summarization With Context-Aware Fine-Grained Graph Rag,Paper,Empowerment,Topic,RELATED_TO
15,Retrieval-Augmented Generation (Rag),Topic,Large Language Models,Topic,RELATED_TO
15,Retrieval-Augmented Generation (Rag),Topic,External Knowledge,Topic,RELATED_TO
15,Graphrag,Topic,Query-Focused Summarization (Qfs),Topic,RELATED_TO
15,Context-Aware Entity Expansion,Topic,Graph Retrieval,Topic,RELATED_TO
15,Query-Level Fine-Grained Summarization,Topic,Query Awareness,Topic,RELATED_TO
15,Context-Aware Fine-Grained Graph Rag (Fg-Rag),Topic,Query-Focused Summarization (Qfs),Topic,RELATED_TO
15,Context-Aware Fine-Grained Graph Rag (Fg-Rag),Topic,Graphrag,Topic,RELATED_TO
15,Graphrag,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
16,Costas Mavromatis,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Soji Adeshina,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Vassilis N. Ioannidis,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Zhen Han,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Qi Zhu,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Ian Robinson,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Bryan Thompson,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Huzefa Rangwala,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,George Karypis,Author,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,AUTHORED
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Knowledge Graph Question Answering,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Large Language Model,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Llm Agents,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Graph Traversal,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Graph Retrieval,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Entity Linking,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Custom Kgs,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Byokg-Rag,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Graph Tools,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Opencypher Queries,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Reasoning Paths,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Graph Context,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Generalization,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Benchmarks,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Knowledge Graph,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Candidate Answers,Topic,COVERS
16,Byokg-Rag: Multi-Strategy Graph Retrieval For Knowledge Graph Question Answering,Paper,Question Entities,Topic,COVERS
17,Jiacheng Liang,Author,Graphrag Under Fire,Paper,AUTHORED
17,Yuhui Wang,Author,Graphrag Under Fire,Paper,AUTHORED
17,Changjiang Li,Author,Graphrag Under Fire,Paper,AUTHORED
17,Rongyi Zhu,Author,Graphrag Under Fire,Paper,AUTHORED
17,Tanqiu Jiang,Author,Graphrag Under Fire,Paper,AUTHORED
17,Neil Gong,Author,Graphrag Under Fire,Paper,AUTHORED
17,Ting Wang,Author,Graphrag Under Fire,Paper,AUTHORED
17,Graphrag Under Fire,Paper,Graphrag,Topic,COVERS
